number,draft,opened,closed,ballot_type,pool,vote_for,vote_against,vote_abstain,vote_invalid,comments,instructions_url,draft_url,redline_url,resolution_url,template_url,pool_url,project_id,project.task_group
141,5.00,2008-11-20,2008-12-05,WR,232,149,26,35,,,http://www.ieee802.org/11/LetterBallots/LB141p/LB141_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D5.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D5.0 Redline Compared to P802.11p_D4.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/11-08-0514-06-000p-lb125-tgp-comment-resolution-master.xls,http://www.ieee802.org/11/LetterBallots/LB141p/LB141_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB141p/LB141_voters_list.xls,117,TGp
142,5.00,2009-02-05,2009-02-20,WR,213,125,27,39,,,http://www.ieee802.org/11/LetterBallots/LB142u/LB142_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11u/Draft P802.11u_D5.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11u/Draft P802.11u_D5.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11u/11-08-1225-25-000u-lb137-comment-spreadsheet.xls,http://www.ieee802.org/11/LetterBallots/LB142u/LB142_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB142u/LB142_voters_list.xls,64,TGu
143,4.00,2009-02-18,2009-03-05,WR,254,170,23,37,,,http://www.ieee802.org/11/LetterBallots/LB143z/LB143_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11z/Draft P802.11z_D4.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11z/Draft P802.11z_D4.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11z/11-09-0097-02-000z-lb139-comment-resolution.xls,http://www.ieee802.org/11/LetterBallots/LB143z/LB143_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB143z/LB143_voters_list.xls,113,TGz
144,6.00,2009-03-16,2009-03-31,WR,232,161,20,29,,,http://www.ieee802.org/11/LetterBallots/LB144p/LB144_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D6.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_6.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/11-08-1452-06-000p-lb141-tgp-comment-resolution-master.xls,http://www.ieee802.org/11/LetterBallots/LB144p/LB144_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB144p/LB144_voters_list.xls,117,TGp
145,3.00,2009-03-19,2009-04-03,PROC,247,166,6,24,,,http://www.ieee802.org/11/LetterBallots/LB145s/LB145_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D3.0.pdf,,,http://www.ieee802.org/11/LetterBallots/LB145s/LB145_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB145s/LB145_voters_list.xls,40,TGs
146,5.00,2009-03-20,2009-04-04,WR,254,155,32,41,,,http://www.ieee802.org/11/LetterBallots/LB146v/LB146_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11v/Draft P802.11v_D5.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11v/Draft P802.11v_D5.0 Redline Compared to P802.11v_D4.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11v/11-08-1467-04-000v-lb140-comments.xls,http://www.ieee802.org/11/LetterBallots/LB146v/LB146_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB146v/LB146_voters_list.xls,71,TGv
147,3.00,2009-04-04,2009-05-04,WI,248,132,35,34,,,http://www.ieee802.org/11/LetterBallots/LB147s/LB147_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D3.0.pdf,,,http://www.ieee802.org/11/LetterBallots/LB147s/LB147_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB147s/LB147_voters_list.xls,40,TGs
148,6.00,2009-04-09,2009-04-24,WR,213,142,15,35,,,http://www.ieee802.org/11/LetterBallots/LB148u/LB148_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11u/Draft P802.11u_D6.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11u/Draft P802.11u_D6.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11u/11-09-0245-10-000u-lb142-comment-spreadsheet.xls,http://www.ieee802.org/11/LetterBallots/LB148u/LB148_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB148u/LB148_voters_list.xls,64,TGu
149,1.00,2009-05-18,2009-06-27,WI,246,155,23,29,,,http://www.ieee802.org/11/LetterBallots/LB149mb/LB149_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D1.0.pdf,,,http://www.ieee802.org/11/LetterBallots/LB149mb/LB149_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB149mb/LB149_voters_list.xls,38,TGmb
150,6.00,2009-05-28,2009-06-12,WR,254,172,20,38,,,http://www.ieee802.org/11/LetterBallots/LB150v/LB150_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11v/Draft P802.11v_D6.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11v/Draft P802.11v_D6.0 Redline Compared to P802.11v_D5.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11v/11-09-0434-04-000v-lb146.xls,http://www.ieee802.org/11/LetterBallots/LB150v/LB150_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB150v/LB150_voters_list.xls,71,TGv
151,7.00,2009-05-29,2009-06-13,WR,232,158,27,26,,,http://www.ieee802.org/11/LetterBallots/LB151p/LB151_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D7.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D7.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/11-09-0432-05-000p-lb144-tgp-comment-resolution-master.xls,http://www.ieee802.org/11/LetterBallots/LB151p/LB151_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB151p/LB151_voters_list.xls,117,TGp
152,7.00,2009-06-04,2009-06-19,WR,213,142,19,33,,,http://www.ieee802.org/11/LetterBallots/LB152u/LB152_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11u/Draft P802.11u_D7.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11u/Draft P802.11u_D7.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11u/11-09-0489-13-000u-lb148-comment-spreadsheet.xls,http://www.ieee802.org/11/LetterBallots/LB152u/LB152_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB152u/LB152_voters_list.xls,64,TGu
153,5.00,2009-06-08,2009-06-23,WR,254,183,15,34,,,http://www.ieee802.org/11/LetterBallots/LB153z/LB153_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11z/Draft P802.11z_D5.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11z/Draft P802.11z_D5.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11z/11-09-0313-03-000z-tgz-lb143-comment-spreadsheet.xls,http://www.ieee802.org/11/LetterBallots/LB153z/LB153_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB153z/LB153_voters_list.xls,113,TGz
154,8.00,2009-07-21,2009-08-05,WR,232,163,20,28,,,http://www.ieee802.org/11/LetterBallots/LB154p/LB154_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D8.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D8.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/11-09-0688-03-000p-LB151-TGp Comment Resolution Master2.xls,http://www.ieee802.org/11/LetterBallots/LB154p/LB154_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB154p/LB154_voters_list.xls,117,TGp
155,7.00,2009-07-23,2009-08-07,WR,254,176,16,38,,,http://www.ieee802.org/11/LetterBallots/LB155v/LB155_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11v/Draft P802.11v_D7.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11v/Draft P802.11v_D7.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11v/11-09-0676-07-000v-lb-150-comments.xls,http://www.ieee802.org/11/LetterBallots/LB155v/LB155_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB155v/LB155_voters_list.xls,71,TGv
156,8.00,2009-08-03,2009-08-18,WR,213,148,11,35,,,http://www.ieee802.org/11/LetterBallots/LB156u/LB156_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11u/Draft P802.11u_D8.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11u/Draft P802.11u_D8.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11u/11-09-0692-14-000u-lb152-comment-spreadsheet.xls,http://www.ieee802.org/11/LetterBallots/LB156u/LB156_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB156u/LB156_voters_list.xls,64,TGu
157,6.00,2009-08-11,2009-08-26,WR,254,187,8,38,,,http://www.ieee802.org/11/LetterBallots/LB157z/LB157_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11z/Draft P802.11z_D6.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11z/Draft P802.11z_D6.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11z/11-09-0739-04-000z-tgz-lb153-comment-spreadsheet.xls,http://www.ieee802.org/11/LetterBallots/LB157z/LB157_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB157z/LB157_voters_list.xls,113,TGz
158,9.00,2009-09-25,2009-10-10,WR,232,171,12,29,,,http://www.ieee802.org/11/LetterBallots/LB158p/LB158_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D9.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/Draft P802.11p_D9.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11p/11-09-0927-03-000p-lb154-tgp-comment-resolution-master.xls,http://www.ieee802.org/11/LetterBallots/LB158p/LB158_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB158p/LB158_voters_list.xls,117,TGp
159,4.00,2009-12-09,2010-01-08,WR,248,150,27,33,,,http://www.ieee802.org/11/LetterBallots/LB159s/LB159_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D4.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D4.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11s/11-09-0471-24-000s-lb-147-comment-resolutions.xls,http://www.ieee802.org/11/LetterBallots/LB159s/LB159_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB159s/LB159_voters_list.xls,40,TGs
160,2.00,2009-12-11,2010-01-08,WR,246,166,20,25,,,http://www.ieee802.org/11/LetterBallots/LB160mb/LB160_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D2.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D2.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11mb/11-09-0706-06-000m-revmb-wg-ballot-comments.xls,http://www.ieee802.org/11/LetterBallots/LB160mb/LB160_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB160mb/LB160_voters_list.xls,38,TGmb
161,5.00,2010-03-31,2010-04-15,WR,248,159,19,32,,,http://www.ieee802.org/11/LetterBallots/LB161s/LB161_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D5.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D5.0 Redline Compared to P802.11s_D4.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11s/11-10-0032-13-000s-lb-159-comment-resolutions.xls,http://www.ieee802.org/11/LetterBallots/LB161s/LB161_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB161s/LB161_voters_list.xls,40,TGs
162,3.00,2010-03-31,2010-04-25,WR,246,167,20,25,,,http://www.ieee802.org/11/LetterBallots/LB162mb/LB162_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D3.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D3.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11mb/11-09-0706-10-000m-revmb-wg-ballot-comments.xls,http://www.ieee802.org/11/LetterBallots/LB162mb/LB162_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB162mb/LB162_voters_list.xls,38,TGmb
163,4.00,2010-06-10,2010-06-25,WR,246,164,20,28,,,http://www.ieee802.org/11/LetterBallots/LB163mb/LB163_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D4.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D4.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11mb/11-09-0706-12-000m-revmb-wg-ballot-comments.xls,http://www.ieee802.org/11/LetterBallots/LB163mb/LB163_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB163mb/LB163_voters_list.xls,38,TGmb
164,1.00,2010-06-10,2010-07-10,WI,257,112,31,37,,,http://www.ieee802.org/11/LetterBallots/LB164aa/LB164_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11aa/Draft%20P802.11aa_D1.0.pdf,,,http://www.ieee802.org/11/LetterBallots/LB164aa/LB164_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB164aa/LB164_voters_list.xls,80,TGaa
165,6.00,2010-06-13,2010-06-28,WR,248,157,20,33,,,http://www.ieee802.org/11/LetterBallots/LB165s/LB165_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D6.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D6.0 Redline Compared to P802.11s_D5.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11s/11-10-0478-09-000s-lb-161-comment-resolutions.xls,http://www.ieee802.org/11/LetterBallots/LB165s/LB165_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB165s/LB165_voters_list.xls,40,TGs
166,7.00,2010-07-29,2010-08-13,WR,248,167,9,34,,,http://www.ieee802.org/11/LetterBallots/LB166s/LB166_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D7.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11s/Draft P802.11s_D7.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11s/11-10-0725-09-000s-lb-165-comment-resolutions.xls,http://www.ieee802.org/11/LetterBallots/LB166s/LB166_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB166s/LB166_voters_list.xls,40,TGs
167,5.00,2010-08-04,2010-08-19,WR,246,172,15,25,,,http://www.ieee802.org/11/LetterBallots/LB167mb/LB167_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D5.0.pdf,http://www.ieee802.org/11/private/Draft_Standards/11mb/Draft P802.11REVmb_D5.0 Redline.pdf,http://www.ieee802.org/11/private/Draft_Standards/11mb/11-09-0706-15-000m-revmb-wg-ballot-comments.xls,http://www.ieee802.org/11/LetterBallots/LB167mb/LB167_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB167mb/LB167_voters_list.xls,38,TGmb
168,1.00,2010-09-24,2010-10-24,WI,278,163,24,26,,,http://www.ieee802.org/11/LetterBallots/LB168ad/LB168_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11ad/Draft%20P802.11ad_D1.0.pdf,,,http://www.ieee802.org/11/LetterBallots/LB168ad/LB168_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB168ad/LB168_voters_list.xls,78,TGad
169,1.00,2010-09-27,2010-10-27,WI,278,134,32,40,0,,http://www.ieee802.org/11/LetterBallots/LB169ae/LB169_instructions.html,http://www.ieee802.org/11/private/Draft_Standards/11ae/Draft%20P802.11ae_D1.0.pdf,,,http://www.ieee802.org/11/LetterBallots/LB169ae/LB169_comment_form.xls,http://www.ieee802.org/11/LetterBallots/LB169ae/LB169_voters_list.xls,55,TGae
10000,15.00,2010-10-08,2010-10-18,SR,161,141,3,7,0,1355,,,,,,,71,TGv
10001,15.00,2010-09-15,2010-09-30,SR,161,140,3,7,0,1361,,,,,,,71,TGv
10002,14.00,2010-08-10,2010-08-25,SR,161,140,3,7,0,1099,,,,,,,71,TGv
10003,12.00,2010-09-02,2010-09-12,SR,154,127,2,14,0,0,,,,,,,64,TGu
10004,13.00,2010-08-19,2010-08-29,SR,144,126,3,8,0,0,,,,,,,113,TGz
10005,11.00,2010-08-03,2010-08-13,SR,154,124,5,14,0,18,,,,,,,64,TGu
10006,11.00,2010-07-19,2010-08-04,SR,144,123,6,8,0,12,,,,,,,113,TGz
10007,13.00,2010-07-18,2010-07-28,SR,161,138,3,7,0,1668,,,,,,,71,TGv
10008,10.00,2010-06-23,2010-07-08,SR,154,120,7,14,1,13,,,,,,,64,TGu
10009,12.00,2010-06-22,2010-07-07,SR,161,133,8,7,0,1074,,,,,,,71,TGv
10010,9.00,2010-05-26,2010-06-10,SR,144,123,6,7,0,12,,,,,,,113,TGz
10011,11.00,2010-05-26,2010-06-10,SR,161,130,11,6,0,1087,,,,,,,71,TGv
10012,8.00,2010-04-19,2010-05-04,SR,144,121,8,7,0,15,,,,,,,113,TGz
10013,9.00,2010-04-08,2010-04-23,SR,154,115,10,13,2,127,,,,,,,64,TGu
10014,10.00,2010-03-29,2010-04-13,SR,161,122,18,6,0,1181,,,,,,,71,TGv
10015,11.00,2010-03-23,2010-04-07,SR,164,131,1,13,0,0,,,,,,,117,TGp
10016,7.00,2010-02-12,2010-02-27,SR,144,105,16,9,0,49,,,,,,,113,TGz
10017,9.00,2010-01-29,2010-02-17,SR,161,112,22,6,1,1045,,,,,,,71,TGv
10018,10.00,2010-02-01,2010-02-16,SR,164,120,5,14,0,21,,,,,,,117,TGp
10019,9.00,2009-10-23,2009-11-22,SI,164,114,8,14,0,156,,,,,,,117,TGp
10020,6.00,2009-10-07,2009-11-07,SI,144,103,15,7,0,218,,,,,,,113,TGz
10021,7.00,2009-10-08,2009-11-07,SI,161,105,25,6,1,327,,,,,,,71,TGv
10022,8.00,2009-10-08,2009-11-07,SI,154,106,12,13,1,307,,,,,,,64,TGu
10023,11.00,2009-06-23,2009-07-03,SR,277,198,20,17,3,,,,,,,,74,TGn
10024,11.00,2009-06-18,2009-06-28,SR,148,110,6,9,0,,,,,,,,115,TGw
10025,11.00,2009-06-05,2009-06-20,SR,277,195,22,17,4,,,,,,,,74,TGn
10026,10.00,2009-05-31,2009-06-14,SR,148,107,8,9,0,,,,,,,,115,TGw
10027,10.00,2009-05-15,2009-05-30,SR,277,190,26,17,4,,,,,,,,74,TGn
10028,9.00,2009-05-09,2009-05-23,SR,148,104,9,10,0,,,,,,,,115,TGw
10029,9.00,2009-03-20,2009-04-04,SR,277,171,41,17,4,,,,,,,,74,TGn
10030,8.00,2009-02-19,2009-03-06,SR,277,169,42,17,4,,,,,,,,74,TGn
10031,7.00,2009-01-08,2009-01-18,SR,148,99,13,9,0,,,,,,,,115,TGw
10032,7.00,2008-12-11,2009-01-10,SI,277,158,45,17,4,,,,,,,,74,TGn
10033,6.00,2008-08-22,2008-09-24,SI,148,92,15,9,0,,,,,,,,115,TGw
10034,11.00,2008-06-05,2008-06-20,SR,128,100,3,5,0,,,,,,,,114,TGy
10035,10.00,2008-04-03,2008-03-18,SR,128,98,3,6,0,,,,,,,,114,TGy
10036,9.00,2008-03-12,2008-03-27,SR,128,95,4,6,0,,,,,,,,114,TGy
10037,13.00,2008-03-03,2008-03-18,SR,135,106,3,6,,,,,,,,,119,TGk
10038,8.00,2008-02-27,2008-03-08,SR,128,87,7,4,0,,,,,,,,114,TGy
10039,12.00,2008-02-04,2008-02-14,SR,135,105,5,5,0,,,,,,,,119,TGk
10040,9.00,2008-01-22,2008-02-01,SR,130,100,3,8,0,,,,,,,,116,TGr
10041,12.00,2008-01-22,2008-02-01,SR,135,105,5,5,0,,,,,,,,119,TGk
10042,9.00,2008-01-07,2008-01-17,SR,130,95,4,8,0,,,,,,,,116,TGr
10043,11.00,2008-01-07,2008-01-17,SR,135,103,5,5,0,,,,,,,,119,TGk
10044,7.00,2007-12-21,2008-01-30,SI,128,87,7,4,0,,,,,,,,114,TGy
10045,10.00,2007-11-28,2007-12-08,SR,135,96,9,6,0,,,,,,,,119,TGk
10046,8.00,2007-09-27,2007-10-07,SR,130,86,10,9,0,,,,,,,,116,TGr
10047,9.00,2007-09-24,2007-10-04,SR,135,91,11,5,0,,,,,,,,119,TGk
10048,7.00,2007-07-31,2007-08-30,SI,130,79,13,8,0,,,,,,,,116,TGr
10049,8.00,2007-07-11,2007-08-13,SI,135,89,10,5,0,,,,,,,,119,TGk
10050,9.00,2006-10-23,2006-11-07,SR,145,111,5,6,0,,,,,,,,59,TGma
10051,8.00,2006-08-25,2006-09-09,SR,145,111,5,6,0,,,,,,,,59,TGma
10052,7.00,2006-06-21,2006-07-11,SR,145,99,10,8,1,,,,,,,,59,TGma
10053,6.00,2006-04-10,2006-05-10,SR,145,95,10,9,1,,,,,,,,59,TGma
10054,5.00,2005-10-21,2005-11-20,SI,145,86,14,8,1,,,,,,,,59,TGma
10055,13.00,2005-04-01,2005-04-16,SR,161,113,1,11,0,,,,,,,,124,TGe
10056,13.00,2005-02-03,2005-02-18,SR,161,109,4,12,0,,,,,,,,124,TGe
10057,12.00,2004-12-08,2004-12-23,SR,161,107,5,12,0,,,,,,,,124,TGe
10058,11.00,2004-10-27,2004-11-11,SR,161,106,5,11,0,,,,,,,,124,TGe
10059,10.00,2004-09-23,2004-10-08,SR,161,100,9,12,0,,,,,,,,124,TGe
10060,9.00,2004-08-06,2004-08-31,SR,161,95,14,12,0,,,,,,,,124,TGe
10061,1.60,2004-07-30,2004-08-14,SR,93,74,3,3,0,,,,,,,,120,TGj
10062,1.50,2004-06-02,2004-07-02,SI,93,66,9,3,0,,,,,,,,120,TGj
10063,8.00,2004-04-07,2004-05-30,SI,161,91,16,14,0,,,,,,,,124,TGe
10064,10.00,2004-04-23,2004-05-08,SR,163,130,3,8,0,,,,,,,,121,TGi
10065,9.00,2004-03-26,2004-04-10,SR,163,131,3,7,0,,,,,,,,121,TGi
10066,8.00,2004-02-26,2004-03-12,SR,163,122,11,7,0,,,,,,,,121,TGi
10067,7.00,2003-11-20,2003-12-20,SI,163,117,15,7,0,,,,,,,,121,TGi
10068,3.11,2003-06-10,2003-06-26,SR,75,56,1,3,1,,,,,,,,122,TGh
10069,8.20,2003-04-29,2003-05-14,SR,96,64,3,10,0,,,,,,,,123,TGg
10070,3.60,2003-04-15,2003-04-30,SR,75,53,2,4,1,,,,,,,,122,TGh
10071,0.00,2003-03-26,2003-04-09,SR,92,74,1,4,0,,,,,,,,130,MAC/PHY
10072,7.10,2003-03-25,2003-04-08,SR,96,58,10,9,0,,,,,,,,123,TGg
10073,6.00,2003-03-25,2003-04-08,SR,73,61,1,2,0,,,,,,,,129,TGf
10074,6.20,2003-02-06,2003-03-09,SI,96,54,10,9,1,,,,,,,,123,TGg
10075,5.00,2003-02-07,2003-02-17,SR,73,57,2,4,0,,,,,,,,129,TGf
10076,0.00,2003-01-24,2003-02-02,SR,92,73,1,4,0,,,,,,,,130,MAC/PHY
10077,3.00,2002-12-12,2003-02-06,SI,75,48,4,5,1,,,,,,,,122,TGh
10078,4.10,2002-12-04,2002-12-19,SR,73,56,3,3,0,,,,,,,,129,TGf
10079,0.00,2002-11-26,2003-01-07,SI,92,69,1,5,1,,,,,,,,130,MAC/PHY
10080,4.00,2002-09-18,2002-10-28,SI,73,50,7,2,0,,,,,,,,129,TGf
10081,3.00,2001-04-03,2001-04-13,SR,55,42,0,1,0,,,,,,,,125,TGd
10082,1.50,2001-04-03,2001-04-13,SR,57,44,1,1,0,,,,,,,,343,TGb-Cor1
10083,2.00,2001-01-31,2001-03-01,SI,55,38,3,1,0,,,,,,,,125,TGd

